# commit: 071ee670109eecee3fde0862813132b404b6426a
# spec_sha256: 72c494e5c8fb78b58130275e379db2640b88dace9f0ae67dd922f8e14fca2026
"induction_window_weeks","maintenance_cap","lambda_usd_per_qaly","h_per_year","pi_cure","price_star_usd_per_course"
4,"on",1e+05,0.1,0.55,57167.9563461163
4,"on",1e+05,0.1,0.56,58255.9388400763
4,"on",1e+05,0.1,0.57,59343.9213340301
4,"on",1e+05,0.1,0.58,60431.9038279804
4,"on",1e+05,0.1,0.59,61519.8863219428
4,"on",1e+05,0.1,0.6,62607.868815898
4,"on",1e+05,0.1,0.61,63695.8513098492
4,"on",1e+05,0.1,0.62,64783.8338038013
4,"on",1e+05,0.1,0.63,65871.8162977519
4,"on",1e+05,0.1,0.64,66959.7987917091
4,"on",1e+05,0.1,0.65,68047.7812856629
4,"on",1e+05,0.1,0.66,69135.7637796227
4,"on",1e+05,0.1,0.67,70223.7462735709
4,"on",1e+05,0.1,0.68,71311.7287675184
4,"on",1e+05,0.1,0.69,72399.7112614836
4,"on",1e+05,0.1,0.7,73487.6937554376
4,"on",1e+05,0.1,0.71,74575.6762493867
4,"on",1e+05,0.1,0.72,75663.658743344
4,"on",1e+05,0.1,0.73,76751.6412372875
4,"on",1e+05,0.1,0.74,77839.6237312544
4,"on",1e+05,0.1,0.75,78927.6062252121
4,"on",1e+05,0.1,0.76,80015.5887191643
4,"on",1e+05,0.1,0.77,81103.5712131192
4,"on",1e+05,0.1,0.78,82191.5537070711
4,"on",1e+05,0.1,0.79,83279.5362010251
4,"on",1e+05,0.1,0.8,84367.518694981
4,"on",1e+05,0.1,0.81,85455.5011889248
4,"on",1e+05,0.1,0.82,86543.4836829023
4,"on",1e+05,0.1,0.83,87631.4661768477
4,"on",1e+05,0.1,0.84,88719.4486708005
4,"on",1e+05,0.1,0.85,89807.4311647529
4,"on",1e+05,0.1,0.86,90895.4136587067
4,"on",1e+05,0.1,0.87,91983.3961526598
4,"on",1e+05,0.1,0.88,93071.3786466171
4,"on",1e+05,0.1,0.89,94159.3611405764
4,"on",1e+05,0.1,0.9,95247.3436345237
4,"on",1e+05,0.1,0.91,96335.3261284737
4,"on",1e+05,0.1,0.92,97423.3086224366
4,"on",1e+05,0.1,0.93,98511.291116386
4,"on",1e+05,0.1,0.94,99599.2736103381
4,"on",1e+05,0.1,0.95,100687.256104302
4,"on",1e+05,0.1,0.96,101775.238598247
4,"on",1e+05,0.1,0.97,102863.221092207
4,"on",1e+05,0.1,0.98,103951.203586165
4,"on",1e+05,0.1,0.99,105039.186080123
4,"on",1e+05,0.1,1,106127.168574076
4,"on",150000,0,0,-3613.38139782427
4,"on",150000,0,0.01,980.964910588693
4,"on",150000,0,0.02,5575.31121898582
4,"on",150000,0,0.03,10169.6575273853
4,"on",150000,0,0.04,14764.0038357941
4,"on",150000,0,0.05,19358.3501442117
4,"on",150000,0,0.06,23952.6964526079
4,"on",150000,0,0.07,28547.0427610124
4,"on",150000,0,0.08,33141.3890694161
4,"on",150000,0,0.09,37735.7353778244
4,"on",150000,0,0.1,42330.0816862336
4,"on",150000,0,0.11,46924.4279946433
4,"on",150000,0,0.12,51518.7743030507
4,"on",150000,0,0.13,56113.1206114455
4,"on",150000,0,0.14,60707.4669198571
4,"on",150000,0,0.15,65301.8132282575
4,"on",150000,0,0.16,69896.1595366672
4,"on",150000,0,0.17,74490.5058450755
4,"on",150000,0,0.18,79084.8521534735
4,"on",150000,0,0.19,83679.198461887
4,"on",150000,0,0.2,88273.5447702911
4,"on",150000,0,0.21,92867.8910786891
4,"on",150000,0,0.22,97462.2373870881
4,"on",150000,0,0.23,102056.583695508
4,"on",150000,0,0.24,106650.930003901
4,"on",150000,0,0.25,111245.276312318
4,"on",150000,0,0.26,115839.622620728
4,"on",150000,0,0.27,120433.968929127
4,"on",150000,0,0.28,125028.315237537
4,"on",150000,0,0.29,129622.661545946
4,"on",150000,0,0.3,134217.007854349
4,"on",150000,0,0.31,138811.354162744
4,"on",150000,0,0.32,143405.70047115
4,"on",150000,0,0.33,148000.046779559
4,"on",150000,0,0.34,152594.393087967
4,"on",150000,0,0.35,157188.739396375
4,"on",150000,0,0.36,161783.085704774
4,"on",150000,0,0.37,166377.432013182
4,"on",150000,0,0.38,170971.778321584
4,"on",150000,0,0.39,175566.124629993
4,"on",150000,0,0.4,180160.470938392
4,"on",150000,0,0.41,184754.817246814
4,"on",150000,0,0.42,189349.163555211
4,"on",150000,0,0.43,193943.509863616
4,"on",150000,0,0.44,198537.856172015
4,"on",150000,0,0.45,203132.202480433
4,"on",150000,0,0.46,207726.548788842
4,"on",150000,0,0.47,212320.895097234
4,"on",150000,0,0.48,216915.241405646
4,"on",150000,0,0.49,221509.587714042
4,"on",150000,0,0.5,226103.934022452
4,"on",150000,0,0.51,230698.280330864
4,"on",150000,0,0.52,235292.626639264
4,"on",150000,0,0.53,239886.972947671
4,"on",150000,0,0.54,244481.319256072
4,"on",150000,0,0.55,249075.665564478
4,"on",150000,0,0.56,253670.011872895
4,"on",150000,0,0.57,258264.358181291
4,"on",150000,0,0.58,262858.704489698
4,"on",150000,0,0.59,267453.050798109
4,"on",150000,0,0.6,272047.397106507
4,"on",150000,0,0.61,276641.743414917
4,"on",150000,0,0.62,281236.08972333
4,"on",150000,0,0.63,285830.436031726
4,"on",150000,0,0.64,290424.782340132
4,"on",150000,0,0.65,295019.12864854
4,"on",150000,0,0.66,299613.474956946
4,"on",150000,0,0.67,304207.821265357
4,"on",150000,0,0.68,308802.167573749
4,"on",150000,0,0.69,313396.513882162
4,"on",150000,0,0.7,317990.860190571
4,"on",150000,0,0.71,322585.206498973
4,"on",150000,0,0.72,327179.552807384
4,"on",150000,0,0.73,331773.899115785
4,"on",150000,0,0.74,336368.245424193
4,"on",150000,0,0.75,340962.591732591
4,"on",150000,0,0.76,345556.938041001
4,"on",150000,0,0.77,350151.284349405
4,"on",150000,0,0.78,354745.630657815
4,"on",150000,0,0.79,359339.976966223
4,"on",150000,0,0.8,363934.323274635
4,"on",150000,0,0.81,368528.669583031
4,"on",150000,0,0.82,373123.015891431
4,"on",150000,0,0.83,377717.362199838
4,"on",150000,0,0.84,382311.708508254
4,"on",150000,0,0.85,386906.054816655
4,"on",150000,0,0.86,391500.401125058
4,"on",150000,0,0.87,396094.747433467
4,"on",150000,0,0.88,400689.093741877
4,"on",150000,0,0.89,405283.440050282
4,"on",150000,0,0.9,409877.786358686
4,"on",150000,0,0.91,414472.132667082
4,"on",150000,0,0.92,419066.478975487
4,"on",150000,0,0.93,423660.825283894
4,"on",150000,0,0.94,428255.171592296
4,"on",150000,0,0.95,432849.51790071
4,"on",150000,0,0.96,437443.864209105
4,"on",150000,0,0.97,442038.210517518
4,"on",150000,0,0.98,446632.556825928
4,"on",150000,0,0.99,451226.903134324
4,"on",150000,0,1,455821.249442731
4,"on",150000,0.05,0,-3613.38139782427
4,"on",150000,0.05,0.01,-1363.07939497894
4,"on",150000,0.05,0.02,887.222607871052
4,"on",150000,0.05,0.03,3137.52461072616
4,"on",150000,0.05,0.04,5387.82661357941
4,"on",150000,0.05,0.05,7638.12861641636
4,"on",150000,0.05,0.06,9888.4306192589
4,"on",150000,0.05,0.07,12138.7326221121
4,"on",150000,0.05,0.08,14389.0346249682
4,"on",150000,0.05,0.09,16639.3366277902
4,"on",150000,0.05,0.1,18889.6386306612
4,"on",150000,0.05,0.11,21139.9406334953
4,"on",150000,0.05,0.12,23390.2426363677
4,"on",150000,0.05,0.13,25640.544639206
4,"on",150000,0.05,0.14,27890.8466420681
4,"on",150000,0.05,0.15,30141.1486448972
4,"on",150000,0.05,0.16,32391.4506477523
4,"on",150000,0.05,0.17,34641.7526505976
4,"on",150000,0.05,0.18,36892.054653455
4,"on",150000,0.05,0.19,39142.3566563092
4,"on",150000,0.05,0.2,41392.6586591555
4,"on",150000,0.05,0.21,43642.9606619989
4,"on",150000,0.05,0.22,45893.2626648522
4,"on",150000,0.05,0.23,48143.5646676719
4,"on",150000,0.05,0.24,50393.8666705359
4,"on",150000,0.05,0.25,52644.1686733793
4,"on",150000,0.05,0.26,54894.4706762349
4,"on",150000,0.05,0.27,57144.7726790849
4,"on",150000,0.05,0.28,59395.0746819312
4,"on",150000,0.05,0.29,61645.3766847798
4,"on",150000,0.05,0.3,63895.6786876339
4,"on",150000,0.05,0.31,66145.9806904909
4,"on",150000,0.05,0.32,68396.2826933223
4,"on",150000,0.05,0.33,70646.584696169
4,"on",150000,0.05,0.34,72896.8866990409
4,"on",150000,0.05,0.35,75147.1887018713
4,"on",150000,0.05,0.36,77397.490704739
4,"on",150000,0.05,0.37,79647.7927075732
4,"on",150000,0.05,0.38,81898.0947104325
4,"on",150000,0.05,0.39,84148.3967132564
4,"on",150000,0.05,0.4,86398.6987161199
4,"on",150000,0.05,0.41,88649.0007189745
4,"on",150000,0.05,0.42,90899.3027218152
4,"on",150000,0.05,0.43,93149.6047246568
4,"on",150000,0.05,0.44,95399.9067275249
4,"on",150000,0.05,0.45,97650.2087303628
4,"on",150000,0.05,0.46,99900.5107332249
4,"on",150000,0.05,0.47,102150.812736072
4,"on",150000,0.05,0.48,104401.114738921
4,"on",150000,0.05,0.49,106651.41674176
4,"on",150000,0.05,0.5,108901.718744602
4,"on",150000,0.05,0.51,111152.020747458
4,"on",150000,0.05,0.52,113402.322750315
4,"on",150000,0.05,0.53,115652.624753161
4,"on",150000,0.05,0.54,117902.926756007
4,"on",150000,0.05,0.55,120153.228758847
4,"on",150000,0.05,0.56,122403.530761695
4,"on",150000,0.05,0.57,124653.832764557
4,"on",150000,0.05,0.58,126904.134767409
4,"on",150000,0.05,0.59,129154.436770254
4,"on",150000,0.05,0.6,131404.738773096
4,"on",150000,0.05,0.61,133655.04077595
4,"on",150000,0.05,0.62,135905.342778785
4,"on",150000,0.05,0.63,138155.644781641
4,"on",150000,0.05,0.64,140405.946784493
4,"on",150000,0.05,0.65,142656.248787328
4,"on",150000,0.05,0.66,144906.550790189
4,"on",150000,0.05,0.67,147156.852793025
4,"on",150000,0.05,0.68,149407.15479587
4,"on",150000,0.05,0.69,151657.456798721
4,"on",150000,0.05,0.7,153907.758801571
4,"on",150000,0.05,0.71,156158.060804425
4,"on",150000,0.05,0.72,158408.36280726
4,"on",150000,0.05,0.73,160658.664810121
4,"on",150000,0.05,0.74,162908.966812983
4,"on",150000,0.05,0.75,165159.268815827
4,"on",150000,0.05,0.76,167409.570818663
4,"on",150000,0.05,0.77,169659.872821497
4,"on",150000,0.05,0.78,171910.174824362
4,"on",150000,0.05,0.79,174160.476827209
4,"on",150000,0.05,0.8,176410.778830056
4,"on",150000,0.05,0.81,178661.080832912
4,"on",150000,0.05,0.82,180911.382835753
4,"on",150000,0.05,0.83,183161.68483862
4,"on",150000,0.05,0.84,185411.986841462
4,"on",150000,0.05,0.85,187662.288844297
4,"on",150000,0.05,0.86,189912.590847149
4,"on",150000,0.05,0.87,192162.892850006
4,"on",150000,0.05,0.88,194413.194852843
4,"on",150000,0.05,0.89,196663.496855699
4,"on",150000,0.05,0.9,198913.798858534
4,"on",150000,0.05,0.91,201164.100861404
4,"on",150000,0.05,0.92,203414.402864238
4,"on",150000,0.05,0.93,205664.704867093
4,"on",150000,0.05,0.94,207915.006869944
4,"on",150000,0.05,0.95,210165.308872791
4,"on",150000,0.05,0.96,212415.610875633
4,"on",150000,0.05,0.97,214665.912878489
4,"on",150000,0.05,0.98,216916.214881334
4,"on",150000,0.05,0.99,219166.516884174
4,"on",150000,0.05,1,221416.81888704
4,"on",150000,0.1,0,-3613.38139782427
4,"on",150000,0.1,0.01,-2182.75485971943
4,"on",150000,0.1,0.02,-752.12832158478
4,"on",150000,0.1,0.03,678.498216542881
4,"on",150000,0.1,0.04,2109.12475465285
4,"on",150000,0.1,0.05,3539.75129276467
4,"on",150000,0.1,0.06,4970.37783089979
4,"on",150000,0.1,0.07,6401.00436901301
4,"on",150000,0.1,0.08,7831.63090713555
4,"on",150000,0.1,0.09,9262.25744524365
4,"on",150000,0.1,0.1,10692.883983382
4,"on",150000,0.1,0.11,12123.5105214817
4,"on",150000,0.1,0.12,13554.1370596001
4,"on",150000,0.1,0.13,14984.7635977301
4,"on",150000,0.1,0.14,16415.3901358377
4,"on",150000,0.1,0.15,17846.0166739621
4,"on",150000,0.1,0.16,19276.6432120944
4,"on",150000,0.1,0.17,20707.2697502025
4,"on",150000,0.1,0.18,22137.8962883377
4,"on",150000,0.1,0.19,23568.5228264532
4,"on",150000,0.1,0.2,24999.1493645729
4,"on",150000,0.1,0.21,26429.775902695
4,"on",150000,0.1,0.22,27860.4024408129
4,"on",150000,0.1,0.23,29291.0289789452
4,"on",150000,0.1,0.24,30721.6555170459
4,"on",150000,0.1,0.25,32152.2820551624
4,"on",150000,0.1,0.26,33582.9085932798
4,"on",150000,0.1,0.27,35013.5351313925
4,"on",150000,0.1,0.28,36444.1616695356
4,"on",150000,0.1,0.29,37874.7882076567
4,"on",150000,0.1,0.3,39305.4147457625
4,"on",150000,0.1,0.31,40736.0412838836
4,"on",150000,0.1,0.32,42166.6678220066
4,"on",150000,0.1,0.33,43597.2943601143
4,"on",150000,0.1,0.34,45027.9208982531
4,"on",150000,0.1,0.35,46458.5474363542
4,"on",150000,0.1,0.36,47889.1739744944
4,"on",150000,0.1,0.37,49319.80051261
4,"on",150000,0.1,0.38,50750.4270507307
4,"on",150000,0.1,0.39,52181.0535888411
4,"on",150000,0.1,0.4,53611.6801269632
4,"on",150000,0.1,0.41,55042.3066650741
4,"on",150000,0.1,0.42,56472.9332031957
4,"on",150000,0.1,0.43,57903.5597413229
4,"on",150000,0.1,0.44,59334.1862794282
4,"on",150000,0.1,0.45,60764.81281756
4,"on",150000,0.1,0.46,62195.4393556612
4,"on",150000,0.1,0.47,63626.0658937939
4,"on",150000,0.1,0.48,65056.6924319174
4,"on",150000,0.1,0.49,66487.3189700507
4,"on",150000,0.1,0.5,67917.9455081578
4,"on",150000,0.1,0.51,69348.5720462678
4,"on",150000,0.1,0.52,70779.1985844034
4,"on",150000,0.1,0.53,72209.825122511
4,"on",150000,0.1,0.54,73640.4516606382
4,"on",150000,0.1,0.55,75071.0781987603
4,"on",150000,0.1,0.56,76501.7047368884
4,"on",150000,0.1,0.57,77932.3312750072
4,"on",150000,0.1,0.58,79362.9578131204
4,"on",150000,0.1,0.59,80793.5843512523
4,"on",150000,0.1,0.6,82224.2108893725
4,"on",150000,0.1,0.61,83654.8374274876
4,"on",150000,0.1,0.62,85085.4639656036
4,"on",150000,0.1,0.63,86516.0905037168
4,"on",150000,0.1,0.64,87946.7170418412
4,"on",150000,0.1,0.65,89377.3435799591
4,"on",150000,0.1,0.66,90807.9701180873
4,"on",150000,0.1,0.67,92238.5966561972
4,"on",150000,0.1,0.68,93669.2231943067
4,"on",150000,0.1,0.69,95099.8497324418
4,"on",150000,0.1,0.7,96530.4762705606
4,"on",150000,0.1,0.71,97961.1028086725
4,"on",150000,0.1,0.72,99391.7293467959
4,"on",150000,0.1,0.73,100822.355884899
4,"on",150000,0.1,0.74,102252.982423037
4,"on",150000,0.1,0.75,103683.608961162
4,"on",150000,0.1,0.76,105114.235499279
4,"on",150000,0.1,0.77,106544.862037398
4,"on",150000,0.1,0.78,107975.488575514
4,"on",150000,0.1,0.79,109406.115113633
4,"on",150000,0.1,0.8,110836.741651754
4,"on",150000,0.1,0.81,112267.368189858
4,"on",150000,0.1,0.82,113697.994728012
4,"on",150000,0.1,0.83,115128.621266118
4,"on",150000,0.1,0.84,116559.247804235
4,"on",150000,0.1,0.85,117989.874342351
4,"on",150000,0.1,0.86,119420.50088047
4,"on",150000,0.1,0.87,120851.127418587
4,"on",150000,0.1,0.88,122281.753956711
4,"on",150000,0.1,0.89,123712.380494838
4,"on",150000,0.1,0.9,125143.007032948
4,"on",150000,0.1,0.91,126573.63357106
4,"on",150000,0.1,0.92,128004.260109192
4,"on",150000,0.1,0.93,129434.886647304
4,"on",150000,0.1,0.94,130865.513185421
4,"on",150000,0.1,0.95,132296.139723554
4,"on",150000,0.1,0.96,133726.766261659
4,"on",150000,0.1,0.97,135157.392799788
4,"on",150000,0.1,0.98,136588.019337913
4,"on",150000,0.1,0.99,138018.645876037
4,"on",150000,0.1,1,139449.272414154
4,"off",50000,0,0,-1730.03501861717
4,"off",50000,0,0.01,661.194528174936
4,"off",50000,0,0.02,3052.42407496134
4,"off",50000,0,0.03,5443.6536217489
4,"off",50000,0,0.04,7834.8831685388
4,"off",50000,0,0.05,10226.1127153321
4,"off",50000,0,0.06,12617.3422621182
4,"off",50000,0,0.07,15008.5718089077
4,"off",50000,0,0.08,17399.8013556963
4,"off",50000,0,0.09,19791.0309024868
4,"off",50000,0,0.1,22182.2604492777
4,"off",50000,0,0.11,24573.4899960682
4,"off",50000,0,0.12,26964.7195428576
4,"off",50000,0,0.13,29355.9490896431
4,"off",50000,0,0.14,31747.1786364352
4,"off",50000,0,0.15,34138.4081832229
4,"off",50000,0,0.16,36529.6377300137
4,"off",50000,0,0.17,38920.8672768038
4,"off",50000,0,0.18,41312.0968235906
4,"off",50000,0,0.19,43703.3263703827
4,"off",50000,0,0.2,46094.5559171715
4,"off",50000,0,0.21,48485.7854639587
4,"off",50000,0,0.22,50877.0150107455
4,"off",50000,0,0.23,53268.2445575396
4,"off",50000,0,0.24,55659.4741043244
4,"off",50000,0,0.25,58050.7036511181
4,"off",50000,0,0.26,60441.9331979088
4,"off",50000,0,0.27,62833.1627446964
4,"off",50000,0,0.28,65224.3922914866
4,"off",50000,0,0.29,67615.6218382779
4,"off",50000,0,0.3,70006.8513850659
4,"off",50000,0,0.31,72398.0809318518
4,"off",50000,0,0.32,74789.310478641
4,"off",50000,0,0.33,77180.5400254313
4,"off",50000,0,0.34,79571.7695722221
4,"off",50000,0,0.35,81962.9991190117
4,"off",50000,0,0.36,84354.228665799
4,"off",50000,0,0.37,86745.4582125895
4,"off",50000,0,0.38,89136.6877593775
4,"off",50000,0,0.39,91527.9173061681
4,"off",50000,0,0.4,93919.1468529555
4,"off",50000,0,0.41,96310.3763997502
4,"off",50000,0,0.42,98701.6059465366
4,"off",50000,0,0.43,101092.835493326
4,"off",50000,0,0.44,103484.065040113
4,"off",50000,0,0.45,105875.294586906
4,"off",50000,0,0.46,108266.524133697
4,"off",50000,0,0.47,110657.753680482
4,"off",50000,0,0.48,113048.983227273
4,"off",50000,0,0.49,115440.21277406
4,"off",50000,0,0.5,117831.44232085
4,"off",50000,0,0.51,120222.671867642
4,"off",50000,0,0.52,122613.90141443
4,"off",50000,0,0.53,125005.130961219
4,"off",50000,0,0.54,127396.360508007
4,"off",50000,0,0.55,129787.590054796
4,"off",50000,0,0.56,132178.81960159
4,"off",50000,0,0.57,134570.049148376
4,"off",50000,0,0.58,136961.278695166
4,"off",50000,0,0.59,139352.508241957
4,"off",50000,0,0.6,141743.737788744
4,"off",50000,0,0.61,144134.967335535
4,"off",50000,0,0.62,146526.196882326
4,"off",50000,0,0.63,148917.426429113
4,"off",50000,0,0.64,151308.655975902
4,"off",50000,0,0.65,153699.885522692
4,"off",50000,0,0.66,156091.115069482
4,"off",50000,0,0.67,158482.344616273
4,"off",50000,0,0.68,160873.574163058
4,"off",50000,0,0.69,163264.80370985
4,"off",50000,0,0.7,165656.03325664
4,"off",50000,0,0.71,168047.262803428
4,"off",50000,0,0.72,170438.49235022
4,"off",50000,0,0.73,172829.721897008
4,"off",50000,0,0.74,175220.951443798
4,"off",50000,0,0.75,177612.180990585
4,"off",50000,0,0.76,180003.410537375
4,"off",50000,0,0.77,182394.640084164
4,"off",50000,0,0.78,184785.869630955
4,"off",50000,0,0.79,187177.099177745
4,"off",50000,0,0.8,189568.328724537
4,"off",50000,0,0.81,191959.558271323
4,"off",50000,0,0.82,194350.78781811
4,"off",50000,0,0.83,196742.0173649
4,"off",50000,0,0.84,199133.246911693
4,"off",50000,0,0.85,201524.476458481
4,"off",50000,0,0.86,203915.706005269
4,"off",50000,0,0.87,206306.93555206
4,"off",50000,0,0.88,208698.165098851
4,"off",50000,0,0.89,211089.39464564
4,"off",50000,0,0.9,213480.624192429
4,"off",50000,0,0.91,215871.853739215
4,"off",50000,0,0.92,218263.083286004
4,"off",50000,0,0.93,220654.312832794
4,"off",50000,0,0.94,223045.542379582
4,"off",50000,0,0.95,225436.771926374
4,"off",50000,0,0.96,227828.00147316
4,"off",50000,0,0.97,230219.231019952
4,"off",50000,0,0.98,232610.460566743
4,"off",50000,0,0.99,235001.690113529
4,"off",50000,0,1,237392.919660319
4,"off",50000,0.05,0,-1730.03501861717
4,"off",50000,0.05,0.01,-559.284881632426
4,"off",50000,0.05,0.02,611.46525535034
4,"off",50000,0.05,0.03,1782.21539233369
4,"off",50000,0.05,0.04,2952.96552931285
4,"off",50000,0.05,0.05,4123.71566629666
4,"off",50000,0.05,0.06,5294.46580328234
4,"off",50000,0.05,0.07,6465.21594026592
4,"off",50000,0.05,0.08,7635.96607724833
4,"off",50000,0.05,0.09,8806.71621422609
4,"off",50000,0.05,0.1,9977.46635121293
4,"off",50000,0.05,0.11,11148.2164881943
4,"off",50000,0.05,0.12,12318.9666251818
4,"off",50000,0.05,0.13,13489.7167621716
4,"off",50000,0.05,0.14,14660.4668991484
4,"off",50000,0.05,0.15,15831.217036135
4,"off",50000,0.05,0.16,17001.9671731223
4,"off",50000,0.05,0.17,18172.7173100993
4,"off",50000,0.05,0.18,19343.4674470823
4,"off",50000,0.05,0.19,20514.2175840648
4,"off",50000,0.05,0.2,21684.9677210499
4,"off",50000,0.05,0.21,22855.7178580328
4,"off",50000,0.05,0.22,24026.4679950158
4,"off",50000,0.05,0.23,25197.218131997
4,"off",50000,0.05,0.24,26367.9682689813
4,"off",50000,0.05,0.25,27538.7184059639
4,"off",50000,0.05,0.26,28709.4685429463
4,"off",50000,0.05,0.27,29880.2186799248
4,"off",50000,0.05,0.28,31050.968816912
4,"off",50000,0.05,0.29,32221.7189538997
4,"off",50000,0.05,0.3,33392.4690908811
4,"off",50000,0.05,0.31,34563.2192278656
4,"off",50000,0.05,0.32,35733.9693648446
4,"off",50000,0.05,0.33,36904.7195018302
4,"off",50000,0.05,0.34,38075.4696388138
4,"off",50000,0.05,0.35,39246.2197757965
4,"off",50000,0.05,0.36,40416.9699127816
4,"off",50000,0.05,0.37,41587.7200497658
4,"off",50000,0.05,0.38,42758.4701867502
4,"off",50000,0.05,0.39,43929.2203237296
4,"off",50000,0.05,0.4,45099.9704607152
4,"off",50000,0.05,0.41,46270.7205977002
4,"off",50000,0.05,0.42,47441.4707346823
4,"off",50000,0.05,0.43,48612.2208716598
4,"off",50000,0.05,0.44,49782.9710086437
4,"off",50000,0.05,0.45,50953.7211456283
4,"off",50000,0.05,0.46,52124.4712826139
4,"off",50000,0.05,0.47,53295.2214195969
4,"off",50000,0.05,0.48,54465.971556581
4,"off",50000,0.05,0.49,55636.7216935661
4,"off",50000,0.05,0.5,56807.471830545
4,"off",50000,0.05,0.51,57978.2219675329
4,"off",50000,0.05,0.52,59148.9721045126
4,"off",50000,0.05,0.53,60319.7222414957
4,"off",50000,0.05,0.54,61490.4723784834
4,"off",50000,0.05,0.55,62661.2225154614
4,"off",50000,0.05,0.56,63831.9726524446
4,"off",50000,0.05,0.57,65002.722789426
4,"off",50000,0.05,0.58,66173.4729264143
4,"off",50000,0.05,0.59,67344.2230633906
4,"off",50000,0.05,0.6,68514.9732003808
4,"off",50000,0.05,0.61,69685.7233373622
4,"off",50000,0.05,0.62,70856.4734743437
4,"off",50000,0.05,0.63,72027.2236113301
4,"off",50000,0.05,0.64,73197.9737483154
4,"off",50000,0.05,0.65,74368.7238852931
4,"off",50000,0.05,0.66,75539.4740222773
4,"off",50000,0.05,0.67,76710.2241592641
4,"off",50000,0.05,0.68,77880.9742962429
4,"off",50000,0.05,0.69,79051.7244332251
4,"off",50000,0.05,0.7,80222.4745702106
4,"off",50000,0.05,0.71,81393.2247071953
4,"off",50000,0.05,0.72,82563.9748441796
4,"off",50000,0.05,0.73,83734.7249811632
4,"off",50000,0.05,0.74,84905.4751181484
4,"off",50000,0.05,0.75,86076.2252551304
4,"off",50000,0.05,0.76,87246.9753921123
4,"off",50000,0.05,0.77,88417.7255290933
4,"off",50000,0.05,0.78,89588.4756660764
4,"off",50000,0.05,0.79,90759.225803062
4,"off",50000,0.05,0.8,91929.9759400452
4,"off",50000,0.05,0.81,93100.7260770284
4,"off",50000,0.05,0.82,94271.4762140072
4,"off",50000,0.05,0.83,95442.2263509969
4,"off",50000,0.05,0.84,96612.9764879731
4,"off",50000,0.05,0.85,97783.7266249593
4,"off",50000,0.05,0.86,98954.4767619451
4,"off",50000,0.05,0.87,100125.226898932
4,"off",50000,0.05,0.88,101295.977035906
4,"off",50000,0.05,0.89,102466.727172894
4,"off",50000,0.05,0.9,103637.477309874
4,"off",50000,0.05,0.91,104808.227446859
4,"off",50000,0.05,0.92,105978.977583838
4,"off",50000,0.05,0.93,107149.727720826
4,"off",50000,0.05,0.94,108320.477857813
4,"off",50000,0.05,0.95,109491.227994792
4,"off",50000,0.05,0.96,110661.978131774
4,"off",50000,0.05,0.97,111832.728268762
4,"off",50000,0.05,0.98,113003.478405737
4,"off",50000,0.05,0.99,114174.228542729
4,"off",50000,0.05,1,115344.978679712
4,"off",50000,0.1,0,-1730.03501861717
4,"off",50000,0.1,0.01,-985.163130391622
4,"off",50000,0.1,0.02,-240.291242170497
4,"off",50000,0.1,0.03,504.580646054237
4,"off",50000,0.1,0.04,1249.45253428281
4,"off",50000,0.1,0.05,1994.32442250359
4,"off",50000,0.1,0.06,2739.196310731
4,"off",50000,0.1,0.07,3484.06819895201
4,"off",50000,0.1,0.08,4228.94008717639
4,"off",50000,0.1,0.09,4973.81197540066
4,"off",50000,0.1,0.1,5718.68386362493
4,"off",50000,0.1,0.11,6463.55575184873
4,"off",50000,0.1,0.12,7208.42764007254
4,"off",50000,0.1,0.13,7953.29952830193
4,"off",50000,0.1,0.14,8698.17141652282
4,"off",50000,0.1,0.15,9443.04330474942
4,"off",50000,0.1,0.16,10187.9151929794
4,"off",50000,0.1,0.17,10932.7870811971
4,"off",50000,0.1,0.18,11677.6589694239
4,"off",50000,0.1,0.19,12422.530857651
4,"off",50000,0.1,0.2,13167.4027458724
4,"off",50000,0.1,0.21,13912.2746340933
4,"off",50000,0.1,0.22,14657.1465223179
4,"off",50000,0.1,0.23,15402.0184105452
4,"off",50000,0.1,0.24,16146.8902987684
4,"off",50000,0.1,0.25,16891.7621869916
4,"off",50000,0.1,0.26,17636.6340752173
4,"off",50000,0.1,0.27,18381.505963441
4,"off",50000,0.1,0.28,19126.3778516696
4,"off",50000,0.1,0.29,19871.2497398929
4,"off",50000,0.1,0.3,20616.1216281177
4,"off",50000,0.1,0.31,21360.9935163417
4,"off",50000,0.1,0.32,22105.8654045641
4,"off",50000,0.1,0.33,22850.7372927854
4,"off",50000,0.1,0.34,23595.6091810119
4,"off",50000,0.1,0.35,24340.4810692366
4,"off",50000,0.1,0.36,25085.352957461
4,"off",50000,0.1,0.37,25830.2248456909
4,"off",50000,0.1,0.38,26575.0967339172
4,"off",50000,0.1,0.39,27319.9686221356
4,"off",50000,0.1,0.4,28064.8405103588
4,"off",50000,0.1,0.41,28809.7123985832
4,"off",50000,0.1,0.42,29554.5842868084
4,"off",50000,0.1,0.43,30299.4561750311
4,"off",50000,0.1,0.44,31044.3280632584
4,"off",50000,0.1,0.45,31789.1999514854
4,"off",50000,0.1,0.46,32534.0718397046
4,"off",50000,0.1,0.47,33278.9437279294
4,"off",50000,0.1,0.48,34023.815616156
4,"off",50000,0.1,0.49,34768.6875043788
4,"off",50000,0.1,0.5,35513.5593926017
