# commit: a97e75530ae93c0683ff5c53496ee5df0a088578
# spec_sha256: a85c11b0f32710be93f7ffc049a0cf15d689ac7bef6e9d8aaeaebf2be8c981b7
"leg","maintenance_cap","induction_window_weeks","h_per_year","pi_cure","lambda_usd_per_qaly","price_source","price_usd_per_course","arrangement","installment_length_years","installment_financing_rate_per_year","rebate_share","outcome_observation_years","reporting_horizon","reporting_horizon_years","discounted","route_model_usd","route_independent_usd","agreement_usd","route_model_share","route_independent_share","agreement_share","timing_gap_closed_share"
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,36768364.113691,36768364.11,0.00369103252887726,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,107576908.774622,107576908.77,0.00462214648723602,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,116580650.547866,116580650.55,-0.00213366746902466,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,105038617.048796,105038617.05,-0.00120411813259125,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,102269415.513884,102269415.51,0.00388427078723907,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,167876375.715925,167876375.72,-0.00407516956329346,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,159153034.319553,159153034.32,-0.000447481870651245,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,1400917366.69383,1400917366.69,0.00383138656616211,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,1367251751.89305,1367251751.89,0.0030522346496582,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,367370404.075824,367370404.08,-0.00417602062225342,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,367683641.13691,367683641.14,-0.00308960676193237,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,1075769087.74622,1075769087.75,-0.00377845764160156,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,1165806505.47866,1165806505.48,-0.00133657455444336,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,1050386170.48796,1050386170.49,-0.00204110145568848,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,1022694155.13884,1022694155.14,-0.00115716457366943,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,1678763757.15925,1678763757.16,-0.000751733779907227,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,1591530343.19552,1591530343.2,-0.00447511672973633,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,5603669466.77533,5603669466.78,-0.00467395782470703,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,5469007007.57221,5469007007.57,0.00220966339111328,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,1469481616.3033,1469481616.3,0.0032958984375,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,1470734564.54764,1470734564.55,-0.00235843658447266,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,4303076350.98489,4303076350.98,0.00488662719726562,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,4663226021.91465,4663226021.91,0.0046539306640625,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,4201544681.95184,4201544681.95,0.00183582305908203,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,4090776620.55537,4090776620.56,-0.00462865829467773,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,6715055028.63699,6715055028.64,-0.00300693511962891,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,0.75,1e+05,"frontier_P_star",78952.5139552299,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,6366121372.7821,6366121372.78,0.00209999084472656,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,94874506.483396,94874506.48,0.00339598953723907,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,90117669.3175637,90117669.32,-0.00243626534938812,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,20139209.3851714,20139209.39,-0.00482865050435066,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,20143881.922386,20143881.92,0.00238595902919769,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,90532570.5578626,90532570.56,-0.00213742256164551,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,87427669.3283784,87427669.33,-0.00162163376808167,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,59726880.4300661,59726880.43,6.6123902797699e-05,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,58040390.0000586,58040390,5.85839152336121e-05,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,98584623.4642284,98584623.46,0.00422842800617218,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,93112553.9646028,93112553.96,0.00460280478000641,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,948745064.83396,948745064.83,0.00395989418029785,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,901176693.175637,901176693.18,-0.00436282157897949,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,201392093.851714,201392093.85,0.00171351432800293,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,201438819.22386,201438819.22,0.00385957956314087,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,905325705.578626,905325705.58,-0.00137424468994141,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,874276693.283783,874276693.28,0.0037834644317627,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,597268804.300661,597268804.3,0.000661253929138184,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,580403900.000586,580403900,0.000585794448852539,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,985846234.642284,985846234.64,0.00228428840637207,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,931125539.646028,931125539.65,-0.00397205352783203,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,9487450648.3396,9487450648.34,-0.000400543212890625,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,9011766931.75637,9011766931.76,-0.00362968444824219,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,2013920938.51714,2013920938.52,-0.00286483764648438,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,2014388192.2386,2014388192.24,-0.0014042854309082,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,9053257055.78626,9053257055.79,-0.00374221801757812,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,8742766932.83784,8742766932.84,-0.00216484069824219,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,5972688043.00661,5972688043.01,-0.003387451171875,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,5804039000.00586,5804039000.01,-0.00414276123046875,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,9858462346.42284,9858462346.42,0.00284385681152344,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,9311255396.46028,9311255396.46,0.000280380249023438,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,37949802593.3584,37949802593.36,-0.0016021728515625,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,36047067727.0255,36047067727.03,-0.0045166015625,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,8055683754.06854,8055683754.07,-0.00145912170410156,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,8057552768.95438,8057552768.95,0.00438308715820312,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,36213028223.145,36213028223.15,-0.00496673583984375,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,34971067731.3513,34971067731.35,0.0013427734375,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,23890752172.0265,23890752172.03,-0.00354766845703125,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,23216156000.0234,23216156000.02,0.00342941284179688,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,39433849385.6914,39433849385.69,0.001373291015625,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,37245021585.8411,37245021585.84,0.00112152099609375,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,0,0,0,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,18839542.8008125,18839542.8,0.000812500715255737,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,18384788.1685919,18384788.17,-0.00140810385346413,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,4932216.64865465,4932216.65,-0.00134534761309624,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,4936889.18586926,4936889.19,-0.00413074344396591,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,14497606.8752791,14497606.88,-0.00472091510891914,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,15694788.1794065,15694788.18,-0.000593462958931923,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,14105902.220516,14105902.22,0.000516017898917198,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,13735277.5018971,13735277.5,0.00189713761210442,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,22549659.7816449,22549659.78,0.00164493173360825,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,21379672.815631,21379672.82,-0.00436901673674583,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,188395428.008125,188395428.01,-0.00187498331069946,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,183847881.685919,183847881.69,-0.00408104062080383,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,49322166.4865465,49322166.49,-0.00345347076654434,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,49368891.8586926,49368891.86,-0.0013074204325676,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,144976068.752791,144976068.75,0.00279083847999573,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,156947881.794065,156947881.79,0.00406536459922791,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,141059022.20516,141059022.21,-0.00483983755111694,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,137352775.018971,137352775.02,-0.0010286271572113,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,225496597.816449,225496597.82,-0.00355064868927002,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,213796728.15631,213796728.16,-0.00369018316268921,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,1883954280.08125,1883954280.08,0.00125026702880859,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,1838478816.85919,1838478816.86,-0.000810384750366211,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,493221664.865465,493221664.87,-0.00453472137451172,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,493688918.586926,493688918.59,-0.00307422876358032,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,1449760687.52791,1449760687.53,-0.0020911693572998,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,1569478817.94065,1569478817.94,0.000653505325317383,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,1410590222.0516,1410590222.05,0.0016016960144043,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,1373527750.18971,1373527750.19,-0.000286340713500977,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,2254965978.16449,2254965978.16,0.00449371337890625,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,2137967281.5631,2137967281.56,0.0030980110168457,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,FALSE,7535817120.325,7535817120.33,-0.00499916076660156,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,7353915267.43676,7353915267.44,-0.00324153900146484,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,FALSE,1972886659.46186,1972886659.46,0.0018610954284668,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,1974755674.3477,1974755674.35,-0.00229692459106445,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,FALSE,5799042750.11164,5799042750.11,0.00163555145263672,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,6277915271.76261,6277915271.76,0.00261402130126953,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,FALSE,5642360888.20641,5642360888.21,-0.00359344482421875,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,5494111000.75885,5494111000.76,-0.00114536285400391,NA,NA,NA,NA
"A6_lump_sum_agreement","off",8,0.1,1,1e+05,"frontier_P_star",106160.145269666,"lump_sum",NA,NA,NA,NA,"5yr",5,FALSE,9019863912.65797,9019863912.66,-0.00202560424804688,NA,NA,NA,NA
