# commit: 4a95e874c3b92973d5ed4577bb8cebe7d09f8123
# spec_sha256: 7377ef3cb2949720c28e3ecdd800621e5460ca5e300d5f815f68374800f993b4
"scenario_id","scenario_group_id","uptake_shape","uptake_ramp_period_years","uptake_logistic_steepness_per_year","maintenance_cap","induction_window_weeks","price_source","price_usd_per_course","pi_cure","h_per_year","lambda_usd_per_qaly","terminal_uptake_share","assumed_eligible_population_patients","reporting_horizon","reporting_horizon_years","horizon_class","is_base_case_horizon","discounted","discounting_base_case","patients_newly_treated_first_year_patients","patients_ever_treated_patients","final_year_net_budget_impact_usd_per_year","final_year_net_budget_impact_usd_pmpm","cumulative_net_budget_impact_usd","offset_captured_share","required_cure_fraction_all_treated"
"s8-lin-capon-h00-pi075-analog-u100-n100000-30yr-disc","capon-h00-pi075-analog-u100-n100000-30yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,TRUE,TRUE,20000,1e+05,-145020793.7,-12.09,31684384035.23,0.797429,1.175122
"s8-log-capon-h00-pi075-analog-u025-n100000-30yr-disc","capon-h00-pi075-analog-u025-n100000-30yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,TRUE,TRUE,3140.67544054163,25000,-36261374.83,-3.02,7919421298,0.797429,1.175122
"s8-log-capon-h00-pi075-analog-u100-n100000-30yr-disc","capon-h00-pi075-analog-u100-n100000-30yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,TRUE,TRUE,12562.7017621665,1e+05,-145045499.32,-12.09,31677685191.98,0.797429,1.175122
"s8-imm-capon-h00-pi075-analog-u025-n100000-30yr-disc","capon-h00-pi075-analog-u025-n100000-30yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,TRUE,TRUE,25000,25000,-35454936.97,-2.95,8324439451.42,0.797429,1.175122
"s8-imm-capon-h00-pi075-analog-u100-n100000-30yr-disc","capon-h00-pi075-analog-u100-n100000-30yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,TRUE,TRUE,1e+05,1e+05,-141819747.87,-11.82,33297757805.7,0.797429,1.175122
"s8-lin-capon-h00-pi075-pstar-u025-n100000-30yr-nom","capon-h00-pi075-pstar-u025-n100000-30yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",260905.76,0.75,0,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,5000,25000,-86753714.08,-7.23,3833177787.64,NA,0.75
"s8-lin-capon-h00-pi075-pstar-u100-n100000-30yr-nom","capon-h00-pi075-pstar-u100-n100000-30yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",260905.76,0.75,0,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,20000,1e+05,-347014856.32,-28.92,15332711150.57,NA,0.75
"s8-log-capon-h00-pi075-pstar-u025-n100000-30yr-nom","capon-h00-pi075-pstar-u025-n100000-30yr-nom","logistic",5,1,"on",8,"frontier_P_star",260905.76,0.75,0,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,3140.67544054163,25000,-86768493.7,-7.23,3832921644.5,NA,0.75
"s8-log-capon-h00-pi075-pstar-u100-n100000-30yr-nom","capon-h00-pi075-pstar-u100-n100000-30yr-nom","logistic",5,1,"on",8,"frontier_P_star",260905.76,0.75,0,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,12562.7017621665,1e+05,-347073974.79,-28.92,15331686578,NA,0.75
"s8-imm-capon-h00-pi075-pstar-u025-n100000-30yr-nom","capon-h00-pi075-pstar-u025-n100000-30yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",260905.76,0.75,0,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,25000,25000,-84838475.09,-7.07,3661530321.93,NA,0.75
"s8-imm-capon-h00-pi075-pstar-u100-n100000-30yr-nom","capon-h00-pi075-pstar-u100-n100000-30yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",260905.76,0.75,0,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,1e+05,1e+05,-339353900.37,-28.28,14646121287.73,NA,0.75
"s8-lin-capon-h00-pi075-analog-u025-n100000-30yr-nom","capon-h00-pi075-analog-u025-n100000-30yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,5000,25000,-86753714.08,-7.23,7568033680.78,NA,1.175122
"s8-lin-capon-h00-pi075-analog-u100-n100000-30yr-nom","capon-h00-pi075-analog-u100-n100000-30yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,20000,1e+05,-347014856.32,-28.92,30272134723.1,NA,1.175122
"s8-log-capon-h00-pi075-analog-u025-n100000-30yr-nom","capon-h00-pi075-analog-u025-n100000-30yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,3140.67544054163,25000,-86768493.7,-7.23,7567777537.63,NA,1.175122
"s8-log-capon-h00-pi075-analog-u100-n100000-30yr-nom","capon-h00-pi075-analog-u100-n100000-30yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,12562.7017621665,1e+05,-347073974.79,-28.92,30271110150.53,NA,1.175122
"s8-imm-capon-h00-pi075-analog-u025-n100000-30yr-nom","capon-h00-pi075-analog-u025-n100000-30yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,25000,25000,-84838475.09,-7.07,7396386215.06,NA,1.175122
"s8-imm-capon-h00-pi075-analog-u100-n100000-30yr-nom","capon-h00-pi075-analog-u100-n100000-30yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.75,0,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,1e+05,1e+05,-339353900.37,-28.28,29585544860.26,NA,1.175122
"s8-lin-capon-h00-pi100-pstar-u025-n100000-1yr-disc","capon-h00-pi100-pstar-u025-n100000-1yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,5000,5000,1704762946.17,142.06,1704762946.17,0.060263,1
"s8-lin-capon-h00-pi100-pstar-u100-n100000-1yr-disc","capon-h00-pi100-pstar-u100-n100000-1yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,20000,20000,6819051784.68,568.25,6819051784.68,0.060263,1
"s8-log-capon-h00-pi100-pstar-u025-n100000-1yr-disc","capon-h00-pi100-pstar-u025-n100000-1yr-disc","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,3140.67544054163,3140.67544054163,1070821423.4,89.24,1070821423.4,0.060263,1
"s8-log-capon-h00-pi100-pstar-u100-n100000-1yr-disc","capon-h00-pi100-pstar-u100-n100000-1yr-disc","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,12562.7017621665,12562.7017621665,4283285693.59,356.94,4283285693.59,0.060263,1
"s8-imm-capon-h00-pi100-pstar-u025-n100000-1yr-disc","capon-h00-pi100-pstar-u025-n100000-1yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,25000,25000,8523814730.85,710.32,8523814730.85,0.060263,1
"s8-imm-capon-h00-pi100-pstar-u100-n100000-1yr-disc","capon-h00-pi100-pstar-u100-n100000-1yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,34095258923.41,2841.27,34095258923.41,0.060263,1
"s8-lin-capon-h00-pi100-analog-u025-n100000-1yr-disc","capon-h00-pi100-analog-u025-n100000-1yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,5000,5000,2012465581.77,167.71,2012465581.77,0.060263,1.175122
"s8-lin-capon-h00-pi100-analog-u100-n100000-1yr-disc","capon-h00-pi100-analog-u100-n100000-1yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,20000,20000,8049862327.08,670.82,8049862327.08,0.060263,1.175122
"s8-log-capon-h00-pi100-analog-u025-n100000-1yr-disc","capon-h00-pi100-analog-u025-n100000-1yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,3140.67544054163,3140.67544054163,1264100245.52,105.34,1264100245.52,0.060263,1.175122
"s8-log-capon-h00-pi100-analog-u100-n100000-1yr-disc","capon-h00-pi100-analog-u100-n100000-1yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,12562.7017621665,12562.7017621665,5056400982.08,421.37,5056400982.08,0.060263,1.175122
"s8-imm-capon-h00-pi100-analog-u025-n100000-1yr-disc","capon-h00-pi100-analog-u025-n100000-1yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,25000,25000,10062327908.85,838.53,10062327908.85,0.060263,1.175122
"s8-imm-capon-h00-pi100-analog-u100-n100000-1yr-disc","capon-h00-pi100-analog-u100-n100000-1yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,40249311635.39,3354.11,40249311635.39,0.060263,1.175122
"s8-lin-capon-h00-pi100-pstar-u025-n100000-1yr-nom","capon-h00-pi100-pstar-u025-n100000-1yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,5000,5000,1704254250.72,142.02,1704254250.72,NA,1
"s8-lin-capon-h00-pi100-pstar-u100-n100000-1yr-nom","capon-h00-pi100-pstar-u100-n100000-1yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,20000,20000,6817017002.86,568.08,6817017002.86,NA,1
"s8-log-capon-h00-pi100-pstar-u025-n100000-1yr-nom","capon-h00-pi100-pstar-u025-n100000-1yr-nom","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,3140.67544054163,3140.67544054163,1070501893.93,89.21,1070501893.93,NA,1
"s8-log-capon-h00-pi100-pstar-u100-n100000-1yr-nom","capon-h00-pi100-pstar-u100-n100000-1yr-nom","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,12562.7017621665,12562.7017621665,4282007575.73,356.83,4282007575.73,NA,1
"s8-imm-capon-h00-pi100-pstar-u025-n100000-1yr-nom","capon-h00-pi100-pstar-u025-n100000-1yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,25000,25000,8521271253.58,710.11,8521271253.58,NA,1
"s8-imm-capon-h00-pi100-pstar-u100-n100000-1yr-nom","capon-h00-pi100-pstar-u100-n100000-1yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,1e+05,1e+05,34085085014.31,2840.42,34085085014.31,NA,1
"s8-lin-capon-h00-pi100-analog-u025-n100000-1yr-nom","capon-h00-pi100-analog-u025-n100000-1yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,5000,5000,2011956886.31,167.66,2011956886.31,NA,1.175122
"s8-lin-capon-h00-pi100-analog-u100-n100000-1yr-nom","capon-h00-pi100-analog-u100-n100000-1yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,20000,20000,8047827545.26,670.65,8047827545.26,NA,1.175122
"s8-log-capon-h00-pi100-analog-u025-n100000-1yr-nom","capon-h00-pi100-analog-u025-n100000-1yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,3140.67544054163,3140.67544054163,1263780716.06,105.32,1263780716.06,NA,1.175122
"s8-log-capon-h00-pi100-analog-u100-n100000-1yr-nom","capon-h00-pi100-analog-u100-n100000-1yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,12562.7017621665,12562.7017621665,5055122864.22,421.26,5055122864.22,NA,1.175122
"s8-imm-capon-h00-pi100-analog-u025-n100000-1yr-nom","capon-h00-pi100-analog-u025-n100000-1yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,25000,25000,10059784431.57,838.32,10059784431.57,NA,1.175122
"s8-imm-capon-h00-pi100-analog-u100-n100000-1yr-nom","capon-h00-pi100-analog-u100-n100000-1yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,1e+05,1e+05,40239137726.3,3353.26,40239137726.3,NA,1.175122
"s8-lin-capon-h00-pi100-pstar-u025-n100000-3yr-disc","capon-h00-pi100-pstar-u025-n100000-3yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,5000,15000,1555352402.23,129.61,4886823561.7,0.141126,1
"s8-lin-capon-h00-pi100-pstar-u100-n100000-3yr-disc","capon-h00-pi100-pstar-u100-n100000-3yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,20000,60000,6221409608.93,518.45,19547294246.78,0.141126,1
"s8-log-capon-h00-pi100-pstar-u025-n100000-3yr-disc","capon-h00-pi100-pstar-u025-n100000-3yr-disc","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,3140.67544054163,16109.032563919,2272973392.65,189.41,5229427634.91,0.141126,1
"s8-log-capon-h00-pi100-pstar-u100-n100000-3yr-disc","capon-h00-pi100-pstar-u100-n100000-3yr-disc","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,12562.7017621665,64436.1302556758,9091893570.6,757.66,20917710539.63,0.141126,1
"s8-imm-capon-h00-pi100-pstar-u025-n100000-3yr-disc","capon-h00-pi100-pstar-u025-n100000-3yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,25000,25000,-119879800.95,-9.99,8261927713.99,0.141126,1
"s8-imm-capon-h00-pi100-pstar-u100-n100000-3yr-disc","capon-h00-pi100-pstar-u100-n100000-3yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,1e+05,1e+05,-479519203.79,-39.96,33047710855.97,0.141126,1
"s8-lin-capon-h00-pi100-analog-u025-n100000-3yr-disc","capon-h00-pi100-analog-u025-n100000-3yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,5000,15000,1845391647.78,153.78,5783305865.75,0.141126,1.175122
"s8-lin-capon-h00-pi100-analog-u100-n100000-3yr-disc","capon-h00-pi100-analog-u100-n100000-3yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,20000,60000,7381566591.11,615.13,23133223463.01,0.141126,1.175122
"s8-log-capon-h00-pi100-analog-u025-n100000-3yr-disc","capon-h00-pi100-analog-u025-n100000-3yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,3140.67544054163,16109.032563919,2691677825.45,224.31,6184979822.35,0.141126,1.175122
"s8-log-capon-h00-pi100-analog-u100-n100000-3yr-disc","capon-h00-pi100-analog-u100-n100000-3yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,12562.7017621665,64436.1302556758,10766711301.79,897.23,24739919289.39,0.141126,1.175122
"s8-imm-capon-h00-pi100-analog-u025-n100000-3yr-disc","capon-h00-pi100-analog-u025-n100000-3yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,25000,25000,-119879800.95,-9.99,9800440891.99,0.141126,1.175122
"s8-imm-capon-h00-pi100-analog-u100-n100000-3yr-disc","capon-h00-pi100-analog-u100-n100000-3yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,1e+05,1e+05,-479519203.79,-39.96,39201763567.95,0.141126,1.175122
"s8-lin-capon-h00-pi100-pstar-u025-n100000-3yr-nom","capon-h00-pi100-pstar-u025-n100000-3yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,5000,15000,1648725654.37,137.39,5027531521.62,NA,1
"s8-lin-capon-h00-pi100-pstar-u100-n100000-3yr-nom","capon-h00-pi100-pstar-u100-n100000-3yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,20000,60000,6594902617.49,549.58,20110126086.5,NA,1
"s8-log-capon-h00-pi100-pstar-u025-n100000-3yr-nom","capon-h00-pi100-pstar-u025-n100000-3yr-nom","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,3140.67544054163,16109.032563919,2409901678.28,200.83,5421738220.73,NA,1
"s8-log-capon-h00-pi100-pstar-u100-n100000-3yr-nom","capon-h00-pi100-pstar-u100-n100000-3yr-nom","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,12562.7017621665,64436.1302556758,9639606713.12,803.3,21686952882.9,NA,1
"s8-imm-capon-h00-pi100-pstar-u025-n100000-3yr-nom","capon-h00-pi100-pstar-u025-n100000-3yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,25000,25000,-129129810.82,-10.76,8243628271.86,NA,1
"s8-imm-capon-h00-pi100-pstar-u100-n100000-3yr-nom","capon-h00-pi100-pstar-u100-n100000-3yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,1e+05,1e+05,-516519243.28,-43.04,32974513087.45,NA,1
"s8-lin-capon-h00-pi100-analog-u025-n100000-3yr-nom","capon-h00-pi100-analog-u025-n100000-3yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,5000,15000,1956428289.97,163.04,5950639428.42,NA,1.175122
"s8-lin-capon-h00-pi100-analog-u100-n100000-3yr-nom","capon-h00-pi100-analog-u100-n100000-3yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,20000,60000,7825713159.89,652.14,23802557713.69,NA,1.175122
"s8-log-capon-h00-pi100-analog-u025-n100000-3yr-nom","capon-h00-pi100-analog-u025-n100000-3yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,3140.67544054163,16109.032563919,2854105211.03,237.84,6413096576.1,NA,1.175122
"s8-log-capon-h00-pi100-analog-u100-n100000-3yr-nom","capon-h00-pi100-analog-u100-n100000-3yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,12562.7017621665,64436.1302556758,11416420844.13,951.37,25652386304.4,NA,1.175122
"s8-imm-capon-h00-pi100-analog-u025-n100000-3yr-nom","capon-h00-pi100-analog-u025-n100000-3yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,25000,25000,-129129810.82,-10.76,9782141449.86,NA,1.175122
"s8-imm-capon-h00-pi100-analog-u100-n100000-3yr-nom","capon-h00-pi100-analog-u100-n100000-3yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,1e+05,1e+05,-516519243.28,-43.04,39128565799.43,NA,1.175122
"s8-lin-capon-h00-pi100-pstar-u025-n100000-5yr-disc","capon-h00-pi100-pstar-u025-n100000-5yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,5000,25000,1420647222.21,118.39,7794155508.99,0.212301,1
"s8-lin-capon-h00-pi100-pstar-u100-n100000-5yr-disc","capon-h00-pi100-pstar-u100-n100000-5yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,20000,1e+05,5682588888.82,473.55,31176622035.97,0.212301,1
"s8-log-capon-h00-pi100-pstar-u025-n100000-5yr-disc","capon-h00-pi100-pstar-u025-n100000-5yr-disc","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,3140.67544054163,25000,848523235.64,70.71,7792061688.67,0.212301,1
"s8-log-capon-h00-pi100-pstar-u100-n100000-5yr-disc","capon-h00-pi100-pstar-u100-n100000-5yr-disc","logistic",5,1,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,12562.7017621665,1e+05,3394092942.55,282.84,31168246754.69,0.212301,1
"s8-imm-capon-h00-pi100-pstar-u025-n100000-5yr-disc","capon-h00-pi100-pstar-u025-n100000-5yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,25000,25000,-113680030.18,-9.47,8031416929.49,0.212301,1
"s8-imm-capon-h00-pi100-pstar-u100-n100000-5yr-disc","capon-h00-pi100-pstar-u100-n100000-5yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,-454720120.73,-37.89,32125667717.98,0.212301,1
"s8-lin-capon-h00-pi100-analog-u025-n100000-5yr-disc","capon-h00-pi100-analog-u025-n100000-5yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,5000,25000,1694037028.55,141.17,9245619119.92,0.212301,1.175122
"s8-lin-capon-h00-pi100-analog-u100-n100000-5yr-disc","capon-h00-pi100-analog-u100-n100000-5yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,20000,1e+05,6776148114.18,564.68,36982476479.67,0.212301,1.175122
"s8-log-capon-h00-pi100-analog-u025-n100000-5yr-disc","capon-h00-pi100-analog-u025-n100000-5yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,3140.67544054163,25000,1020248965.73,85.02,9243186276.51,0.212301,1.175122
"s8-log-capon-h00-pi100-analog-u100-n100000-5yr-disc","capon-h00-pi100-analog-u100-n100000-5yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,12562.7017621665,1e+05,4080995862.92,340.08,36972745106.03,0.212301,1.175122
"s8-imm-capon-h00-pi100-analog-u025-n100000-5yr-disc","capon-h00-pi100-analog-u025-n100000-5yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,25000,25000,-113680030.18,-9.47,9569930107.49,0.212301,1.175122
"s8-imm-capon-h00-pi100-analog-u100-n100000-5yr-disc","capon-h00-pi100-analog-u100-n100000-5yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,1,0,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,-454720120.73,-37.89,38279720429.96,0.212301,1.175122
"s8-lin-capon-h00-pi100-pstar-u025-n100000-5yr-nom","capon-h00-pi100-pstar-u025-n100000-5yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,5000,25000,1596814062.01,133.07,8247143988.65,NA,1
"s8-lin-capon-h00-pi100-pstar-u100-n100000-5yr-nom","capon-h00-pi100-pstar-u100-n100000-5yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",348759.47,1,0,1e+05,1,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,20000,1e+05,6387256248.03,532.27,32988575954.61,NA,1
