# commit: 4a95e874c3b92973d5ed4577bb8cebe7d09f8123
# spec_sha256: 7377ef3cb2949720c28e3ecdd800621e5460ca5e300d5f815f68374800f993b4
"scenario_id","scenario_group_id","uptake_shape","uptake_ramp_period_years","uptake_logistic_steepness_per_year","maintenance_cap","induction_window_weeks","price_source","price_usd_per_course","pi_cure","h_per_year","lambda_usd_per_qaly","terminal_uptake_share","assumed_eligible_population_patients","reporting_horizon","reporting_horizon_years","horizon_class","is_base_case_horizon","discounted","discounting_base_case","patients_newly_treated_first_year_patients","patients_ever_treated_patients","final_year_net_budget_impact_usd_per_year","final_year_net_budget_impact_usd_pmpm","cumulative_net_budget_impact_usd","offset_captured_share","required_cure_fraction_all_treated"
"s8-lin-capon-h10-pi050-analog-u025-n100000-1yr-nom","capon-h10-pi050-analog-u025-n100000-1yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,5000,5000,2034294730.08,169.52,2034294730.08,NA,3.77538
"s8-lin-capon-h10-pi050-analog-u100-n100000-1yr-nom","capon-h10-pi050-analog-u100-n100000-1yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,20000,20000,8137178920.33,678.1,8137178920.33,NA,3.77538
"s8-log-capon-h10-pi050-analog-u025-n100000-1yr-nom","capon-h10-pi050-analog-u025-n100000-1yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,3140.67544054163,3140.67544054163,1277811899.52,106.48,1277811899.52,NA,3.77538
"s8-log-capon-h10-pi050-analog-u100-n100000-1yr-nom","capon-h10-pi050-analog-u100-n100000-1yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,12562.7017621665,12562.7017621665,5111247598.07,425.94,5111247598.07,NA,3.77538
"s8-imm-capon-h10-pi050-analog-u025-n100000-1yr-nom","capon-h10-pi050-analog-u025-n100000-1yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,25000,25000,10171473650.41,847.62,10171473650.41,NA,3.77538
"s8-imm-capon-h10-pi050-analog-u100-n100000-1yr-nom","capon-h10-pi050-analog-u100-n100000-1yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,1e+05,1e+05,40685894601.64,3390.49,40685894601.64,NA,3.77538
"s8-lin-capon-h10-pi050-pstar-u025-n100000-3yr-disc","capon-h10-pi050-pstar-u025-n100000-3yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,5000,15000,209645257.82,17.47,676977044.41,0.378874,0.5
"s8-lin-capon-h10-pi050-pstar-u100-n100000-3yr-disc","capon-h10-pi050-pstar-u100-n100000-3yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,20000,60000,838581031.28,69.88,2707908177.65,0.378874,0.5
"s8-log-capon-h10-pi050-pstar-u025-n100000-3yr-disc","capon-h10-pi050-pstar-u025-n100000-3yr-disc","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,3140.67544054163,16109.032563919,312568338.57,26.05,729315070.92,0.378874,0.5
"s8-log-capon-h10-pi050-pstar-u100-n100000-3yr-disc","capon-h10-pi050-pstar-u100-n100000-3yr-disc","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,12562.7017621665,64436.1302556758,1250273354.27,104.19,2917260283.7,0.378874,0.5
"s8-imm-capon-h10-pi050-pstar-u025-n100000-3yr-disc","capon-h10-pi050-pstar-u025-n100000-3yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,25000,25000,-40131879.75,-3.34,1116284316.27,0.378874,0.5
"s8-imm-capon-h10-pi050-pstar-u100-n100000-3yr-disc","capon-h10-pi050-pstar-u100-n100000-3yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,1e+05,1e+05,-160527518.99,-13.38,4465137265.08,0.378874,0.5
"s8-lin-capon-h10-pi050-analog-u025-n100000-3yr-disc","capon-h10-pi050-analog-u025-n100000-3yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,5000,15000,1898139881.88,158.18,5895945077.94,0.378874,3.77538
"s8-lin-capon-h10-pi050-analog-u100-n100000-3yr-disc","capon-h10-pi050-analog-u100-n100000-3yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,20000,60000,7592559527.54,632.71,23583780311.75,0.378874,3.77538
"s8-log-capon-h10-pi050-analog-u025-n100000-3yr-disc","capon-h10-pi050-analog-u025-n100000-3yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,3140.67544054163,16109.032563919,2750101171.47,229.18,6292164775.88,0.378874,3.77538
"s8-log-capon-h10-pi050-analog-u100-n100000-3yr-disc","capon-h10-pi050-analog-u100-n100000-3yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,12562.7017621665,64436.1302556758,11000404685.87,916.7,25168659103.53,0.378874,3.77538
"s8-imm-capon-h10-pi050-analog-u025-n100000-3yr-disc","capon-h10-pi050-analog-u025-n100000-3yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,25000,25000,-40131879.75,-3.34,10072904049.62,0.378874,3.77538
"s8-imm-capon-h10-pi050-analog-u100-n100000-3yr-disc","capon-h10-pi050-analog-u100-n100000-3yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,1e+05,1e+05,-160527518.99,-13.38,40291616198.5,0.378874,3.77538
"s8-lin-capon-h10-pi050-pstar-u025-n100000-3yr-nom","capon-h10-pi050-pstar-u025-n100000-3yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,5000,15000,221935448.11,18.49,695489896.61,NA,0.5
"s8-lin-capon-h10-pi050-pstar-u100-n100000-3yr-nom","capon-h10-pi050-pstar-u100-n100000-3yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,20000,60000,887741792.45,73.98,2781959586.43,NA,0.5
"s8-log-capon-h10-pi050-pstar-u025-n100000-3yr-nom","capon-h10-pi050-pstar-u025-n100000-3yr-nom","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,3140.67544054163,16109.032563919,331077629.76,27.59,755345910.74,NA,0.5
"s8-log-capon-h10-pi050-pstar-u100-n100000-3yr-nom","capon-h10-pi050-pstar-u100-n100000-3yr-nom","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,12562.7017621665,64436.1302556758,1324310519.05,110.36,3021383642.98,NA,0.5
"s8-imm-capon-h10-pi050-pstar-u025-n100000-3yr-nom","capon-h10-pi050-pstar-u025-n100000-3yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,25000,25000,-43241084.86,-3.6,1109677240.56,NA,0.5
"s8-imm-capon-h10-pi050-pstar-u100-n100000-3yr-nom","capon-h10-pi050-pstar-u100-n100000-3yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,1e+05,1e+05,-172964339.43,-14.41,4438708962.24,NA,0.5
"s8-lin-capon-h10-pi050-analog-u025-n100000-3yr-nom","capon-h10-pi050-analog-u025-n100000-3yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,5000,15000,2013259394.78,167.77,6069461736.62,NA,3.77538
"s8-lin-capon-h10-pi050-analog-u100-n100000-3yr-nom","capon-h10-pi050-analog-u100-n100000-3yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,20000,60000,8053037579.13,671.09,24277846946.48,NA,3.77538
"s8-log-capon-h10-pi050-analog-u025-n100000-3yr-nom","capon-h10-pi050-analog-u025-n100000-3yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,3140.67544054163,16109.032563919,2917056212.19,243.09,6526645068.64,NA,3.77538
"s8-log-capon-h10-pi050-analog-u100-n100000-3yr-nom","capon-h10-pi050-analog-u100-n100000-3yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,12562.7017621665,64436.1302556758,11668224848.75,972.35,26106580274.54,NA,3.77538
"s8-imm-capon-h10-pi050-analog-u025-n100000-3yr-nom","capon-h10-pi050-analog-u025-n100000-3yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,25000,25000,-43241084.86,-3.6,10066296973.91,NA,3.77538
"s8-imm-capon-h10-pi050-analog-u100-n100000-3yr-nom","capon-h10-pi050-analog-u100-n100000-3yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,1e+05,1e+05,-172964339.43,-14.41,40265187895.66,NA,3.77538
"s8-lin-capon-h10-pi050-pstar-u025-n100000-5yr-disc","capon-h10-pi050-pstar-u025-n100000-5yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,5000,25000,183595808.3,15.3,1056537534.08,0.524962,0.5
"s8-lin-capon-h10-pi050-pstar-u100-n100000-5yr-disc","capon-h10-pi050-pstar-u100-n100000-5yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,20000,1e+05,734383233.22,61.2,4226150136.33,0.524962,0.5
"s8-log-capon-h10-pi050-pstar-u025-n100000-5yr-disc","capon-h10-pi050-pstar-u025-n100000-5yr-disc","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,3140.67544054163,25000,99656836.28,8.3,1055017952.97,0.524962,0.5
"s8-log-capon-h10-pi050-pstar-u100-n100000-5yr-disc","capon-h10-pi050-pstar-u100-n100000-5yr-disc","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,12562.7017621665,1e+05,398627345.11,33.22,4220071811.87,0.524962,0.5
"s8-imm-capon-h10-pi050-pstar-u025-n100000-5yr-disc","capon-h10-pi050-pstar-u025-n100000-5yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,25000,25000,-33305819.48,-2.78,1045106477.32,0.524962,0.5
"s8-imm-capon-h10-pi050-pstar-u100-n100000-5yr-disc","capon-h10-pi050-pstar-u100-n100000-5yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,-133223277.92,-11.1,4180425909.26,0.524962,0.5
"s8-lin-capon-h10-pi050-analog-u025-n100000-5yr-disc","capon-h10-pi050-analog-u025-n100000-5yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,5000,25000,1775163933.54,147.93,9506388861.84,0.524962,3.77538
"s8-lin-capon-h10-pi050-analog-u100-n100000-5yr-disc","capon-h10-pi050-analog-u100-n100000-5yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,20000,1e+05,7100655734.17,591.72,38025555447.37,0.524962,3.77538
"s8-log-capon-h10-pi050-analog-u025-n100000-5yr-disc","capon-h10-pi050-analog-u025-n100000-5yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,3140.67544054163,25000,1099376620.85,91.61,9502895621.39,0.524962,3.77538
"s8-log-capon-h10-pi050-analog-u100-n100000-5yr-disc","capon-h10-pi050-analog-u100-n100000-5yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,12562.7017621665,1e+05,4397506483.42,366.46,38011582485.56,0.524962,3.77538
"s8-imm-capon-h10-pi050-analog-u025-n100000-5yr-disc","capon-h10-pi050-analog-u025-n100000-5yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,25000,25000,-33305819.48,-2.78,10001726210.67,0.524962,3.77538
"s8-imm-capon-h10-pi050-analog-u100-n100000-5yr-disc","capon-h10-pi050-analog-u100-n100000-5yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,-133223277.92,-11.1,40006904842.68,0.524962,3.77538
"s8-lin-capon-h10-pi050-pstar-u025-n100000-5yr-nom","capon-h10-pi050-pstar-u025-n100000-5yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,5000,25000,205921974.65,17.16,1114944824.39,NA,0.5
"s8-lin-capon-h10-pi050-pstar-u100-n100000-5yr-nom","capon-h10-pi050-pstar-u100-n100000-5yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,20000,1e+05,823687898.6,68.64,4459779297.56,NA,0.5
"s8-log-capon-h10-pi050-pstar-u025-n100000-5yr-nom","capon-h10-pi050-pstar-u025-n100000-5yr-nom","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,3140.67544054163,25000,111443803.74,9.29,1113114242.83,NA,0.5
"s8-log-capon-h10-pi050-pstar-u100-n100000-5yr-nom","capon-h10-pi050-pstar-u100-n100000-5yr-nom","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,12562.7017621665,1e+05,445775214.96,37.15,4452456971.32,NA,0.5
"s8-imm-capon-h10-pi050-pstar-u025-n100000-5yr-nom","capon-h10-pi050-pstar-u025-n100000-5yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,25000,25000,-38054892.41,-3.17,1029609873.26,NA,0.5
"s8-imm-capon-h10-pi050-pstar-u100-n100000-5yr-nom","capon-h10-pi050-pstar-u100-n100000-5yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,1e+05,1e+05,-152219569.64,-12.68,4118439493.02,NA,0.5
"s8-lin-capon-h10-pi050-analog-u025-n100000-5yr-nom","capon-h10-pi050-analog-u025-n100000-5yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,5000,25000,1997245921.32,166.44,10071564557.75,NA,3.77538
"s8-lin-capon-h10-pi050-analog-u100-n100000-5yr-nom","capon-h10-pi050-analog-u100-n100000-5yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,20000,1e+05,7988983685.29,665.75,40286258230.98,NA,3.77538
"s8-log-capon-h10-pi050-analog-u025-n100000-5yr-nom","capon-h10-pi050-analog-u025-n100000-5yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,3140.67544054163,25000,1236637228.81,103.05,10069733976.18,NA,3.77538
"s8-log-capon-h10-pi050-analog-u100-n100000-5yr-nom","capon-h10-pi050-analog-u100-n100000-5yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,12562.7017621665,1e+05,4946548915.26,412.21,40278935904.74,NA,3.77538
"s8-imm-capon-h10-pi050-analog-u025-n100000-5yr-nom","capon-h10-pi050-analog-u025-n100000-5yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,25000,25000,-38054892.41,-3.17,9986229606.61,NA,3.77538
"s8-imm-capon-h10-pi050-analog-u100-n100000-5yr-nom","capon-h10-pi050-analog-u100-n100000-5yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,1e+05,1e+05,-152219569.64,-12.68,39944918426.44,NA,3.77538
"s8-lin-capon-h10-pi050-pstar-u025-n100000-10yr-disc","capon-h10-pi050-pstar-u025-n100000-10yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,5000,25000,-21346265.23,-1.78,914600538.68,0.758976,0.5
"s8-lin-capon-h10-pi050-pstar-u100-n100000-10yr-disc","capon-h10-pi050-pstar-u100-n100000-10yr-disc","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,20000,1e+05,-85385060.91,-7.12,3658402154.74,0.758976,0.5
"s8-log-capon-h10-pi050-pstar-u025-n100000-10yr-disc","capon-h10-pi050-pstar-u025-n100000-10yr-disc","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,3140.67544054163,25000,-21287171.82,-1.77,913997686.27,0.758976,0.5
"s8-log-capon-h10-pi050-pstar-u100-n100000-10yr-disc","capon-h10-pi050-pstar-u100-n100000-10yr-disc","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,12562.7017621665,1e+05,-85148687.28,-7.1,3655990745.06,0.758976,0.5
"s8-imm-capon-h10-pi050-pstar-u025-n100000-10yr-disc","capon-h10-pi050-pstar-u025-n100000-10yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,25000,25000,-17190634.47,-1.43,931089634.42,0.758976,0.5
"s8-imm-capon-h10-pi050-pstar-u100-n100000-10yr-disc","capon-h10-pi050-pstar-u100-n100000-10yr-disc","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,1e+05,1e+05,-68762537.88,-5.73,3724358537.68,0.758976,0.5
"s8-lin-capon-h10-pi050-analog-u025-n100000-10yr-disc","capon-h10-pi050-analog-u025-n100000-10yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,5000,25000,-21346265.23,-1.78,9364451866.44,0.758976,3.77538
"s8-lin-capon-h10-pi050-analog-u100-n100000-10yr-disc","capon-h10-pi050-analog-u100-n100000-10yr-disc","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,20000,1e+05,-85385060.91,-7.12,37457807465.77,0.758976,3.77538
"s8-log-capon-h10-pi050-analog-u025-n100000-10yr-disc","capon-h10-pi050-analog-u025-n100000-10yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,3140.67544054163,25000,-21287171.82,-1.77,9361875354.69,0.758976,3.77538
"s8-log-capon-h10-pi050-analog-u100-n100000-10yr-disc","capon-h10-pi050-analog-u100-n100000-10yr-disc","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,12562.7017621665,1e+05,-85148687.28,-7.1,37447501418.75,0.758976,3.77538
"s8-imm-capon-h10-pi050-analog-u025-n100000-10yr-disc","capon-h10-pi050-analog-u025-n100000-10yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,25000,25000,-17190634.47,-1.43,9887709367.77,0.758976,3.77538
"s8-imm-capon-h10-pi050-analog-u100-n100000-10yr-disc","capon-h10-pi050-analog-u100-n100000-10yr-disc","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,TRUE,TRUE,1e+05,1e+05,-68762537.88,-5.73,39550837471.1,0.758976,3.77538
"s8-lin-capon-h10-pi050-pstar-u025-n100000-10yr-nom","capon-h10-pi050-pstar-u025-n100000-10yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,5000,25000,-28274623.32,-2.36,938994461.82,NA,0.5
"s8-lin-capon-h10-pi050-pstar-u100-n100000-10yr-nom","capon-h10-pi050-pstar-u100-n100000-10yr-nom","linear_ramp",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,20000,1e+05,-113098493.27,-9.42,3755977847.26,NA,0.5
"s8-log-capon-h10-pi050-pstar-u025-n100000-10yr-nom","capon-h10-pi050-pstar-u025-n100000-10yr-nom","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,3140.67544054163,25000,-28196348.15,-2.35,938259944.2,NA,0.5
"s8-log-capon-h10-pi050-pstar-u100-n100000-10yr-nom","capon-h10-pi050-pstar-u100-n100000-10yr-nom","logistic",5,1,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,12562.7017621665,1e+05,-112785392.6,-9.4,3753039776.81,NA,0.5
"s8-imm-capon-h10-pi050-pstar-u025-n100000-10yr-nom","capon-h10-pi050-pstar-u025-n100000-10yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,25000,25000,-22770180.31,-1.9,888236756.67,NA,0.5
"s8-imm-capon-h10-pi050-pstar-u100-n100000-10yr-nom","capon-h10-pi050-pstar-u100-n100000-10yr-nom","immediate_full_uptake",5,NA,"on",8,"frontier_P_star",52035.21,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,1e+05,1e+05,-91080721.23,-7.59,3552947026.69,NA,0.5
"s8-lin-capon-h10-pi050-analog-u025-n100000-10yr-nom","capon-h10-pi050-analog-u025-n100000-10yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,5000,25000,-28274623.32,-2.36,9895614195.17,NA,3.77538
"s8-lin-capon-h10-pi050-analog-u100-n100000-10yr-nom","capon-h10-pi050-analog-u100-n100000-10yr-nom","linear_ramp",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,20000,1e+05,-113098493.27,-9.42,39582456780.69,NA,3.77538
"s8-log-capon-h10-pi050-analog-u025-n100000-10yr-nom","capon-h10-pi050-analog-u025-n100000-10yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,3140.67544054163,25000,-28196348.15,-2.35,9894879677.56,NA,3.77538
"s8-log-capon-h10-pi050-analog-u100-n100000-10yr-nom","capon-h10-pi050-analog-u100-n100000-10yr-nom","logistic",5,1,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,1,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,12562.7017621665,1e+05,-112785392.6,-9.4,39579518710.23,NA,3.77538
"s8-imm-capon-h10-pi050-analog-u025-n100000-10yr-nom","capon-h10-pi050-analog-u025-n100000-10yr-nom","immediate_full_uptake",5,NA,"on",8,"observed_analog_list_price",410300,0.5,0.1,1e+05,0.25,1e+05,"10yr",10,"extended_projection",FALSE,FALSE,FALSE,25000,25000,-22770180.31,-1.9,9844856490.03,NA,3.77538
